Lable,Topic,Text
2,Great Product,"We purchased the leapster for my son who is a very active child and hates to sit down to ""learn"". He is a little behind in school and we wanted to get something to help him learn but have fun at the same time. He gets bored easily so we were hesitant to make any purchase that would require more than 30 minutes of his time. However this was a huge hit! He enjoys racing and often selects the more advanced levels. We ended up buying a second leapster for my daughter. This has made our 40 minute commutes much easier!My only complaint would be that it doesn't have more games in the unit itself. I also would like to see more games on a preschool or pre-K level."
2,It was a wonderful book!!!!!!!!!!!,"My name is Sarah Madjlesi and I am a Senior in High School in Corinth, MS. I love Mary Englebreit and I love this book. I love all of her work and I love collecting her stuff."
2,Not holding up after three months,"My daughter got this for Christmas and loves the toy. She likes the games and is able to play them without trouble. It's also great to have something like this geared towards her younger age that she can use in the car when her older siblings are playing with their game-boys or listening to music.However, the toy has been working improperly for more than a month now. We have tried new batteries but find it continues to have a lot of the problems associated with low batteries such as delayed response, improper movement (she tries to get the character to go left and they go down or similar problems.) It's very frustrating for her."
2,Civ games are always fun,"I have enjoyed Sid's games for years. This expansion has had mixed reviews as the beyond the sword expansion is rated higher. Over all i picked up this title to round out the Civ 4 series. It adds wrinkles to the game that if you don't pick up beyond the sword, will add bosses and other features that will improve the basic game."
2,Wrong Title,"Not a bad collection of original hits, but putting Boston next to Loverboy is a bit too much. The non ""one-hit wonders"" have collections that are superior to this, but on the other hand, most music lovers would probably prefer to buy this CD instead of shelling out lots of money for an Arcadia or Starship compilation. Complete and original versions."
2,"Harry Leith-Ross, N.A., A.W.S.","""HARRY LEITH-ROSS, N.A., A.W.S.Harry Leith-Ross has been an invigorating and stabilizing factor in the development of an American tradition of painting.He studied with Delecluse and Laurens in Paris,with Stanhope Forbes in England,and with Birge Harrison and John F. Carlson in the United States.Equally brilliant in oil and watercolor,he has won many important prizes and honors for his work in both media.He is a member of the National Academy of Design,the American Watercolor Society,the Philadelphia Water Color Club,the Baltimore Water Color Club,and the Salmagundi Club of New York City.For many years he has conducted schools in landscape painting at Woodstock,Newport,Rockport,Gloucester,and in New Hope,Pennsylvania,where he now resides.His paintings have attracted nation-wide attention and are contained in innumerable public and private collections.""[from the back cover of the book]"
2,Amazing show but sound could be better,"The show itself deserves five stars, it's truly incredible. The ecstatic audience are the kind of crowd performers dream of.The sound quality is not as good as it should be. It lacks the clarity and fullness of the Live In NYC DVD. For this reason, I'm only giving this DVD four stars.Crank it and sing your heart out."
2,Paying the cost to still be the boss,The sound is great the video is fantastic. Yeah Bruce is getting up their in age but man he still puts on a great show. He also sits at the piano for a few old tunes which he rarely does. I too wish someday Bruce would release some of the old 70's footage but for now track down the bootlegs or enjoy this great show.
2,Bruce Springsteen & the E street Band: live in Barcelona,"I recommend this dvd to anyone that is a Bruce Springsteen fan. If you have seen him in concert, you will know that everyone of his are different...especially since he has ton's hit's from past until now to pick from. Loved this dvd! As always, he shows his energy & give all to the fans performance."
2,I'd give it 10 - 20 - 30 stars,"What you have to do is turn it up really loud, I mean so loud that when you clear your throat you can't hear yourself. Then close your eyes and I'd swear you think Bruce and the Band is right in front of you playing there hearts out. Buy it. It's incredible."
